pl_name,hostname,pl_letter,sy_pnum,soltype,default_flag,pl_refname,pl_pubdate,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,disc_year,discoverymethod,sy_dist
"HIP 8152 c","HIP 8152","c",2,"Published Confirmed",1,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06",19.60562000000,2.52442508,0.14962921,-0.14078921,0,10.70000000,2.10000000,-2.20000000,0,"Mass",2023,"Transit",101.69400000
"HIP 81991 b","HIP 81991","b",1,"Published Confirmed",1,"<a refstr=VAN_ZANDT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ..1006..222V/abstract target=ref>Van Zandt et al. 2026</a>","2026-08",5860.00000000000,,,,,3019.36986650,1716.27339780,-699.22249540,0,"Mass",2026,"Radial Velocity",43.90160000
"HIP 8541 b","HIP 8541","b",2,"Published Confirmed",0,"<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>","2016-05",1560.20000000000,,,,,1748.06500000,317.83000000,-317.83000000,0,"Msini",2016,"Radial Velocity",155.12100000
"HIP 8541 b","HIP 8541","b",2,"Published Confirmed",1,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","2022-09",1852.14387000000,,,,,2451.72833160,602.28483126,-32.73632592,0,"Mass",2016,"Radial Velocity",155.12100000
"HIP 8541 b","HIP 8541","b",2,"Published Confirmed",0,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>","2023-05",1585.00000000000,,,,,1811.62191990,381.39408840,-349.61124770,0,"Mass",2016,"Radial Velocity",155.12100000
"HIP 8541 b","HIP 8541","b",2,"Published Confirmed",0,"<a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.283J/abstract target=ref>Jenkins et al. 2025</a>","2025-12",1583.72000000000,,,,,1496.97179697,88.99195396,-85.81366989,0,"Msini",2016,"Radial Velocity",155.12100000
"HIP 86221 b","HIP 86221","b",1,"Published Confirmed",1,"<a refstr=PAREDES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..176P/abstract target=ref>Paredes et al. 2021</a>","2021-11",2.22400000000,,,,,225.65816897,,,0,"Msini",2021,"Radial Velocity",29.48980000
"HIP 8923 b","HIP 8923","b",1,"Published Confirmed",1,"<a refstr=PENA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...709A.213P/abstract target=ref>Pe&ntilde;a et al. 2026</a>","2026-05",5160.00000000000,,,,,3171.92750186,247.90615746,-50.85254512,0,"Mass",2026,"Radial Velocity",65.99570000
"HIP 90988 b","HIP 90988","b",1,"Published Confirmed",0,"<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>","2021-02",453.90000000000,,,,,622.94367772,34.96112477,-34.96112477,0,"Msini",2021,"Radial Velocity",94.03490000
"HIP 90988 b","HIP 90988","b",1,"Published Confirmed",1,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","2022-09",455.73816000000,,,,,668.07531151,25.10844415,-27.01541459,0,"Msini",2021,"Radial Velocity",94.03490000
"HIP 90988 b","HIP 90988","b",1,"Published Confirmed",0,"<a refstr=JENKINS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.283J/abstract target=ref>Jenkins et al. 2025</a>","2025-12",452.45000000000,,,,,543.48657597,38.13940884,-34.96112477,0,"Msini",2021,"Radial Velocity",94.03490000
"HIP 91258 b","HIP 91258","b",1,"Published Confirmed",0,"<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>","2014-03",5.05050000000,,,,,339.42800000,12.07700000,-12.07700000,0,"Msini",2013,"Radial Velocity",45.88460000
"HIP 91258 b","HIP 91258","b",1,"Published Confirmed",1,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2017-03",5.05050000000,,,,,346.43470000,66.74430000,-66.74430000,0,"Msini",2013,"Radial Velocity",45.88460000
"HIP 94235 b","HIP 94235","b",1,"Published Confirmed",1,"<a refstr=ZHOU_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..289Z/abstract target=ref>Zhou et al. 2022</a>","2022-06",7.71305700000,3.00000000,0.32000000,-0.28000000,0,379.00000000,,,1,"Mass",2022,"Transit",58.51460000
"HIP 94235 b","HIP 94235","b",1,"Published Confirmed",0,"<a refstr=MANTOVAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.4432M/abstract target=ref>Mantovan et al. 2022</a>","2022-11",7.71212100000,3.20700000,,,0,,,,,,2022,"Transit",58.51460000
"HIP 948 b","HIP 948","b",1,"Published Confirmed",1,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","2022-09",24955.45756000000,,,,,6547.26518420,3132.51677939,-2705.67322879,0,"Mass",2022,"Radial Velocity",34.85230000
"HIP 9618 b","HIP 9618","b",2,"Published Confirmed",0,"<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>","2023-08",20.77290700000,3.90000000,0.04400000,-0.04400000,0,10.00000000,3.10000000,-3.10000000,0,"Mass",2023,"Transit",67.54780000
"HIP 9618 b","HIP 9618","b",2,"Published Confirmed",0,"<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>","2023-10",20.77288000000,3.75000000,0.13000000,-0.13000000,0,8.40000000,2.00000000,-2.00000000,0,"Mass",2023,"Transit",67.54780000
"HIP 9618 b","HIP 9618","b",2,"Published Confirmed",1,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06",20.77285800000,3.82838127,0.10440228,-0.08816578,0,8.30000000,1.70000000,-1.70000000,1,"Mass",2023,"Transit",67.54780000
"HIP 9618 c","HIP 9618","c",2,"Published Confirmed",0,"<a refstr=OSBORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3069O/abstract target=ref>Osborn et al. 2023</a>","2023-08",52.56349100000,3.34300000,0.03900000,-0.03900000,0,18.30000000,1.70000000,-1.70000000,1,"Mass",2023,"Transit",67.54780000
"HIP 9618 c","HIP 9618","c",2,"Published Confirmed",0,"<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>","2023-10",52.56360000000,3.34000000,0.13000000,-0.13000000,0,7.90000000,,,1,"Mass",2023,"Transit",67.54780000
"HIP 9618 c","HIP 9618","c",2,"Published Confirmed",1,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06",52.56363000000,3.42855926,0.09718640,-0.08596176,0,7.00000000,,,1,"Mass",2023,"Transit",67.54780000
"HIP 97166 b","HIP 97166","b",2,"Published Confirmed",0,"<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..265M/abstract target=ref>MacDougall et al. 2021</a>","2021-12",10.28891000000,2.74000000,0.13000000,-0.13000000,0,20.00000000,1.50000000,-1.50000000,0,"Mass",2021,"Transit",65.95010000
"HIP 97166 b","HIP 97166","b",2,"Published Confirmed",1,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06",10.28891400000,2.48013380,0.07271432,-0.05203142,0,19.10000000,1.60000000,-1.50000000,0,"Mass",2021,"Transit",65.95010000
"HIP 97166 c","HIP 97166","c",2,"Published Confirmed",0,"<a refstr=MACDOUGALL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..265M/abstract target=ref>MacDougall et al. 2021</a>","2021-12",16.84000000000,,,,,9.90000000,1.80000000,-1.80000000,0,"Msini",2021,"Radial Velocity",65.95010000
"HIP 97166 c","HIP 97166","c",2,"Published Confirmed",1,"<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>","2024-06",16.43200000000,,,,,8.00000000,1.60000000,-1.60000000,0,"Msini",2021,"Radial Velocity",65.95010000
"HIP 97233 b","HIP 97233","b",1,"Published Confirmed",0,"<a refstr=JONES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A...3J/abstract target=ref>Jones et al. 2015</a>","2015-01",1058.80000000000,,,,,6356.30000000,127.10000000,-127.10000000,0,"Msini",2014,"Radial Velocity",102.27500000
"HIP 97233 b","HIP 97233","b",1,"Published Confirmed",1,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","2022-09",1062.26506000000,,,,,6098.17364511,1157.84888670,-102.97640387,0,"Mass",2014,"Radial Velocity",102.27500000
"HIP 97233 b","HIP 97233","b",1,"Published Confirmed",0,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>","2023-05",1054.00000000000,,,,,7182.92199820,1811.62191990,-1048.83374310,0,"Mass",2014,"Radial Velocity",102.27500000
"HIP 98599 b","HIP 98599","b",1,"Published Confirmed",1,"<a refstr=PENA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...709A.213P/abstract target=ref>Pe&ntilde;a et al. 2026</a>","2026-05",2656.00000000000,,,,,2177.12458795,31.78284070,-69.92224954,0,"Mass",2026,"Radial Velocity",75.94280000
"HIP 99770 b","HIP 99770","b",1,"Published Confirmed",0,"<a refstr=CURRIE_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023Sci...380..198C/abstract target=ref>Currie et al. 2023</a>","2023-04",18600.00000000000,,,,,5117.03735270,1716.27339780,-1589.14203500,0,"Mass",2023,"Imaging",40.07650000
"HIP 99770 b","HIP 99770","b",1,"Published Confirmed",1,"<a refstr=WINTERHALDER_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...4W/abstract target=ref>Winterhalder et al. 2025</a>","2025-08",,,,,,5403.08291900,1906.97044200,-1589.14203500,0,"Mass",2023,"Imaging",40.07650000
"HN Lib b","HN Lib","b",1,"Published Confirmed",1,"<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.141G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>","2023-07",36.11600000000,,,,,5.46000000,0.75000000,-0.75000000,0,"Msini",2023,"Radial Velocity",6.24442000
"HN Peg b","HN Peg","b",1,"Published Confirmed",1,"<a refstr=LUHMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..570L/abstract target=ref> Luhman et al. 2007 </a>","2007-01",,11.77680000,1.52663000,-0.65427000,0,6991.57000000,2996.39000000,-2996.39000000,0,"Mass",2006,"Imaging",18.11860000
"HR 2562 b","HR 2562","b",1,"Published Confirmed",0,"<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...829L...4K/abstract target=ref>Konopacky et al. 2016</a>","2016-09",,12.44199000,1.23299000,-1.23299000,0,9534.90000000,4767.45000000,-4767.45000000,0,"Mass",2016,"Imaging",34.00710000
"HR 2562 b","HR 2562","b",1,"Published Confirmed",0,"<a refstr=GODOY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.185G/abstract target=ref>Godoy et al. 2024</a>","2024-09",,,,,,4195.33497240,1668.59913675,-1668.59913675,0,"Mass",2016,"Imaging",34.00710000
"HR 2562 b","HR 2562","b",1,"Published Confirmed",1,"<a refstr=ROBERTS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..273R/abstract target=ref>Roberts et al. 2025</a>","2025-11",,,,,,6992.22495400,,,1,"Mass",2016,"Imaging",34.00710000
"HR 5183 b","HR 5183","b",1,"Published Confirmed",1,"<a refstr=BLUNT_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..181B/abstract target=ref>Blunt et al. 2019</a>","2019-11",27000.00000000000,,,,,1026.59090000,47.67450000,-44.49620000,0,"Msini",2019,"Radial Velocity",31.46070000
"HR 5183 b","HR 5183","b",1,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",43000.00000000000,,,,,1004.33776612,57.20911326,-57.20911326,0,"Msini",2019,"Radial Velocity",31.46070000
"HR 5183 b","HR 5183","b",1,"Published Confirmed",0,"<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>","2023-05",38350.00000000000,,,,,1052.01202717,50.85254512,-38.13940884,0,"Mass",2019,"Radial Velocity",31.46070000
"HR 810 b","HR 810","b",1,"Published Confirmed",0,"<a refstr=KURSTER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&A...353L..33K/abstract target=ref> Kurster et al. 2000 </a>","2000-01",320.10000000000,,,,,718.29580000,57.20940000,-57.20940000,0,"Msini",1999,"Radial Velocity",17.31810000
"HR 810 b","HR 810","b",1,"Published Confirmed",0,"<a refstr=BUTLER_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...555..410B/abstract target=ref> Butler et al. 2001 </a>","2001-07",312.00000000000,,,,,676.97790000,,,0,"Msini",1999,"Radial Velocity",17.31810000
"HR 810 b","HR 810","b",1,"Published Confirmed",1,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2017-03",302.79999000000,,,,,721.47410000,79.45750000,-79.45750000,0,"Msini",1999,"Radial Velocity",17.31810000
"HR 810 b","HR 810","b",1,"Published Confirmed",0,"<a refstr=GAIA_COLLABORATION_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..34G/abstract target=ref>Gaia Collaboration et al. 2023</a>","2023-06",332.00000000000,,,,,1970.53612340,158.91420350,-158.91420350,0,"Mass",1999,"Radial Velocity",17.31810000
"HR 810 b","HR 810","b",1,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",308.04000000000,,,,,670.00000000,43.00000000,-42.00000000,0,"Msini",1999,"Radial Velocity",17.31810000
"HR 858 b","HR 858","b",3,"Published Confirmed",0,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>","2019-08",3.58599000000,2.08500000,0.06800000,-0.06400000,0,,,,,,2019,"Transit",31.96400000
"HR 858 b","HR 858","b",3,"Published Confirmed",1,"<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>","2025-01",3.58528700000,2.00400000,0.04500000,-0.04700000,0,3.55000000,0.94000000,-0.96000000,0,"Mass",2019,"Transit",31.96400000
"HR 858 c","HR 858","c",3,"Published Confirmed",0,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>","2019-08",5.97293000000,1.93900000,0.06900000,-0.06900000,0,,,,,,2019,"Transit",31.96400000
"HR 858 c","HR 858","c",3,"Published Confirmed",1,"<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>","2025-01",5.97386500000,1.97900000,0.05400000,-0.05100000,0,3.80000000,,,1,"Mass",2019,"Transit",31.96400000
"HR 858 d","HR 858","d",3,"Published Confirmed",0,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>","2019-08",11.23000000000,2.16400000,0.08600000,-0.08300000,0,,,,,,2019,"Transit",31.96400000
"HR 858 d","HR 858","d",3,"Published Confirmed",1,"<a refstr=BONFANTI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A..90B/abstract target=ref>Bonfanti et al. 2025</a>","2025-01",11.23051100000,2.00100000,0.06300000,-0.06400000,0,7.10000000,1.60000000,-1.60000000,0,"Mass",2019,"Transit",31.96400000
"HR 8799 b","HR 8799","b",4,"Published Confirmed",1,"<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>","2008-11",170000.00000000000,13.00000000,1.00000000,-1.00000000,0,2000.00000000,1000.00000000,-600.00000000,0,"Mass",2008,"Imaging",41.24410000
"HR 8799 b","HR 8799","b",4,"Published Confirmed",0,"<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>","2016-03",,6.72540000,,,0,,,,,,2008,"Imaging",41.24410000
"HR 8799 b","HR 8799","b",4,"Published Confirmed",0,"<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>","2016-03",166510.17000000001,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 b","HR 8799","b",4,"Published Confirmed",0,"<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>","2016-08",171667.50000000000,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 c","HR 8799","c",4,"Published Confirmed",1,"<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>","2008-11",69000.00000000000,13.00000000,1.00000000,0.00000000,0,3000.00000000,1000.00000000,-1000.00000000,0,"Mass",2008,"Imaging",41.24410000
"HR 8799 c","HR 8799","c",4,"Published Confirmed",0,"<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>","2016-03",,11.20900000,,,0,,,,,,2008,"Imaging",41.24410000
"HR 8799 c","HR 8799","c",4,"Published Confirmed",0,"<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>","2016-03",83255.09000000000,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 c","HR 8799","c",4,"Published Confirmed",0,"<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>","2016-08",67571.25000000000,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 d","HR 8799","d",4,"Published Confirmed",1,"<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>","2008-11",37000.00000000000,13.00000000,1.00000000,0.00000000,0,3000.00000000,1000.00000000,-1000.00000000,0,"Mass",2008,"Imaging",41.24410000
"HR 8799 d","HR 8799","d",4,"Published Confirmed",0,"<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>","2016-03",,10.08810000,,,0,,,,,,2008,"Imaging",41.24410000
"HR 8799 d","HR 8799","d",4,"Published Confirmed",0,"<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>","2016-03",41627.54000000000,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 d","HR 8799","d",4,"Published Confirmed",0,"<a refstr=KONOPACKY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>","2016-08",,,,,,,,,,,2008,"Imaging",41.24410000
"HR 8799 e","HR 8799","e",4,"Published Confirmed",0,"<a refstr=MAROIS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.468.1080M/abstract target=ref> Marois et al. 2010 </a>","2010-12",18000.00000000000,,,,,,,,,,2010,"Imaging",41.24410000
"HR 8799 e","HR 8799","e",4,"Published Confirmed",0,"<a refstr=BONNEFOY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>","2016-03",,10.08810000,,,0,,,,,,2010,"Imaging",41.24410000
"HR 8799 e","HR 8799","e",4,"Published Confirmed",0,"<a refstr=ZURLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..57Z/abstract target=ref>Zurlo et al. 2016</a>","2016-03",20815.60000000000,,,,,,,,,,2010,"Imaging",41.24410000
"HR 8799 e","HR 8799","e",4,"Published Confirmed",1,"<a refstr=GRAVITY_COLLABORATION_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Gravity Collaboration et al. 2019</a>","2019-03",,13.11453000,1.45717000,-1.23299000,0,3178.30000000,2224.81000000,-1271.32000000,0,"Mass",2010,"Imaging",41.24410000
"HS Psc b","HS Psc","b",1,"Published Confirmed",1,"<a refstr=TRAN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..193T/abstract target=ref>Tran et al. 2024</a>","2024-05",3.98600000000,,,,,464.02947422,177.98390792,-139.84449908,0,"Msini",2024,"Radial Velocity",37.66040000
"HU Aqr AB b","HU Aqr","b",2,"Published Confirmed",1,"<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>","2011-06",2390.00000000000,,,,,1875.19700000,190.69800000,-190.69800000,0,"Msin(i)/sin(i)",2011,"Eclipse Timing Variations",
"HU Aqr AB c","HU Aqr","c",2,"Published Confirmed",1,"<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>","2011-06",4368.00000000000,,,,,1430.23500000,158.91500000,-158.91500000,0,"Msin(i)/sin(i)",2011,"Eclipse Timing Variations",
"IC 4651 9122 b","IC 4651 9122","b",1,"Published Confirmed",1,"<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>","2018-12",734.00000000000,,,,,2002.32900000,158.91500000,-158.91500000,0,"Msini",2018,"Radial Velocity",859.32400000
"IRAS 04125+2902 b","IRAS 04125+2902","b",1,"Published Confirmed",1,"<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>","2024-11",8.83497800000,10.73820351,0.86309151,-0.84067355,0,,,,,,2024,"Transit",159.24400000
"ITG 15 b","ITG 15 A","b",1,"Published Confirmed",1,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,6674.39654700,635.65681400,-953.48522100,0,"Mass",2024,"Imaging",136.37000000
"K2-10 b","K2-10","b",1,"Published Confirmed",0,"<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>","2015-08",19.30691000000,3.92000000,0.69000000,-0.69000000,0,,,,,,2015,"Transit",272.36000000
"K2-10 b","K2-10","b",1,"Published Confirmed",0,"<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>","2016-03",19.30440000000,3.84000000,0.35000000,-0.34000000,0,27.00000000,17.00000000,-16.00000000,0,"Mass",2015,"Transit",272.36000000
"K2-10 b","K2-10","b",1,"Published Confirmed",0,"<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>","2016-09",19.30370000000,4.37000000,0.41000000,-0.41000000,0,,,,,,2015,"Transit",272.36000000
"K2-10 b","K2-10","b",1,"Published Confirmed",0,"<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>","2018-03",19.30704400000,3.73470986,0.24442909,-0.15144800,0,,,,,,2015,"Transit",272.36000000
"K2-10 b","K2-10","b",1,"Published Confirmed",1,"<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>","2025-06",19.30553000000,3.77300000,0.08800000,-0.04800000,0,25.20000000,8.40000000,-8.40000000,0,"Mass",2015,"Transit",272.36000000
"K2-100 b","K2-100","b",1,"Published Confirmed",0,"<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>","2017-02",1.67391600000,3.50000000,0.20000000,-0.20000000,0,,,,,,2016,"Transit",188.95900000
"K2-100 b","K2-100","b",1,"Published Confirmed",0,"<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>","2018-12",1.67383300000,3.59000000,0.14000000,-0.14000000,0,,,,,,2016,"Transit",188.95900000
"K2-100 b","K2-100","b",1,"Published Confirmed",0,"<a refstr=STEFANSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..266S/abstract target=ref>Stefansson et al. 2018</a>","2018-12",1.67390240000,3.45000000,0.16000000,-0.15000000,0,,,,,,2016,"Transit",188.95900000
